Frame,Time,Angle,BrailleFlag,PosX,PosY,PosZ,RotX,RotY,RotZ
81,2.633,16.40,0,-6.929,0.395,72.627,0.00,2.46,0.00
82,2.667,16.40,0,-7.013,0.395,72.630,0.00,2.46,0.00
83,2.700,16.40,0,-7.096,0.395,72.634,0.00,2.46,0.00
84,2.733,16.40,0,-7.179,0.395,72.637,0.00,2.46,0.00
85,2.767,16.40,0,-7.262,0.395,72.641,0.00,2.46,0.00
86,2.800,16.40,0,-7.346,0.395,72.645,0.00,2.46,0.00
87,2.833,16.40,0,-7.429,0.395,72.648,0.00,2.46,0.00
88,2.867,16.40,0,-7.512,0.395,72.652,0.00,2.46,0.00
89,2.900,16.40,0,-7.595,0.395,72.655,0.00,2.46,0.00
90,2.933,16.40,0,-7.679,0.395,72.659,0.00,2.46,0.00
91,2.967,16.40,0,-7.762,0.395,72.662,0.00,2.46,0.00
92,3.000,16.40,0,-7.845,0.395,72.666,0.00,2.46,0.00
93,3.033,16.40,0,-7.928,0.395,72.670,0.00,2.46,0.00
94,3.067,16.40,0,-8.012,0.395,72.673,0.00,2.46,0.00
95,3.100,16.40,0,-8.095,0.395,72.677,0.00,2.46,0.00
96,3.133,16.40,0,-8.178,0.395,72.680,0.00,2.46,0.00
97,3.167,16.40,0,-8.261,0.395,72.684,0.00,2.46,0.00
98,3.200,16.40,0,-8.345,0.395,72.687,0.00,2.46,0.00
99,3.233,16.40,0,-8.428,0.395,72.691,0.00,2.46,0.00
100,3.267,16.40,0,-8.511,0.395,72.695,0.00,2.46,0.00
101,3.300,16.40,0,-8.594,0.395,72.698,0.00,2.46,0.00
102,3.333,16.40,0,-8.678,0.395,72.702,0.00,2.46,0.00
103,3.367,16.40,0,-8.761,0.395,72.705,0.00,1.35,0.00
104,3.400,17.51,0,-8.844,0.395,72.707,0.00,359.49,0.00
105,3.433,19.37,0,-8.928,0.395,72.707,0.00,357.15,0.00
106,3.467,21.71,0,-9.011,0.395,72.702,0.00,354.47,0.00
107,3.500,24.39,0,-9.094,0.395,72.694,0.00,351.58,0.00
108,3.533,27.28,0,-9.176,0.395,72.682,0.00,348.54,0.00
109,3.567,30.32,0,-9.258,0.395,72.666,0.00,345.40,0.00
110,3.600,33.46,0,-9.339,0.395,72.645,0.00,342.20,0.00
111,3.633,36.66,0,-9.418,0.395,72.619,0.00,338.95,0.00
112,3.667,39.91,0,-9.496,0.395,72.589,0.00,335.67,0.00
113,3.700,43.18,0,-9.572,0.395,72.555,0.00,332.38,0.00
114,3.733,46.48,0,-9.645,0.395,72.516,0.00,329.07,0.00
115,3.767,49.79,0,-9.717,0.395,72.473,0.00,325.76,0.00
116,3.800,53.10,0,-9.786,0.395,72.426,0.00,322.43,0.00
117,3.833,56.43,0,-9.852,0.395,72.376,0.00,319.11,0.00
118,3.867,59.75,0,-9.915,0.395,72.321,0.00,315.78,0.00
119,3.900,63.08,0,-9.975,0.395,72.263,0.00,312.45,0.00
120,3.933,66.41,0,-10.031,0.395,72.202,0.00,309.12,0.00
121,3.967,69.74,0,-10.083,0.395,72.137,0.00,306.90,0.00
122,4.000,71.96,0,-10.133,0.395,72.070,0.00,305.42,0.00
123,4.033,73.44,0,-10.182,0.395,72.002,0.00,304.43,0.00
124,4.067,74.43,0,-10.229,0.395,71.934,0.00,303.77,0.00
125,4.100,75.09,0,-10.275,0.395,71.864,0.00,303.33,0.00
126,4.133,75.53,0,-10.321,0.395,71.795,0.00,303.04,0.00
127,4.167,75.82,0,-10.366,0.395,71.725,0.00,302.85,0.00
128,4.200,76.01,0,-10.412,0.395,71.655,0.00,302.72,0.00
129,4.233,76.14,0,-10.457,0.395,71.585,0.00,302.63,0.00
130,4.267,76.23,0,-10.502,0.395,71.515,0.00,302.57,0.00
131,4.300,76.29,0,-10.546,0.395,71.444,0.00,302.53,0.00
132,4.333,76.33,0,-10.591,0.395,71.374,0.00,302.51,0.00
133,4.367,76.35,0,-10.636,0.395,71.304,0.00,302.49,0.00
134,4.400,76.37,0,-10.681,0.395,71.233,0.00,302.48,0.00
135,4.433,76.38,0,-10.726,0.395,71.163,0.00,302.47,0.00
136,4.467,76.39,0,-10.770,0.395,71.093,0.00,302.47,0.00
137,4.500,76.39,0,-10.815,0.395,71.023,0.00,302.46,0.00
138,4.533,76.40,0,-10.860,0.395,70.952,0.00,302.46,0.00
139,4.567,76.40,0,-10.904,0.395,70.882,0.00,302.46,0.00
140,4.600,76.40,0,-10.949,0.395,70.812,0.00,302.46,0.00
141,4.633,76.40,0,-10.994,0.395,70.741,0.00,302.46,0.00
142,4.667,76.40,0,-11.039,0.395,70.671,0.00,303.57,0.00
143,4.700,75.29,0,-11.085,0.395,70.602,0.00,305.42,0.00
144,4.733,73.44,0,-11.133,0.395,70.534,0.00,307.77,0.00
145,4.767,71.09,0,-11.184,0.395,70.468,0.00,310.44,0.00
146,4.800,68.42,0,-11.238,0.395,70.404,0.00,313.33,0.00
147,4.833,65.52,0,-11.295,0.395,70.344,0.00,315.26,0.00
148,4.867,63.60,0,-11.355,0.395,70.285,0.00,316.55,0.00
149,4.900,62.31,0,-11.415,0.395,70.228,0.00,317.41,0.00
150,4.933,61.45,0,-11.476,0.395,70.171,0.00,319.09,0.00
151,4.967,59.77,0,-11.539,0.395,70.117,0.00,321.32,0.00
152,5.000,57.54,0,-11.604,0.395,70.065,0.00,323.92,0.00
153,5.033,54.94,0,-11.672,0.395,70.016,0.00,326.77,0.00
154,5.067,52.09,0,-11.741,0.395,69.970,0.00,329.78,0.00
155,5.100,49.08,0,-11.813,0.395,69.928,0.00,332.89,0.00
156,5.133,45.97,0,-11.888,0.395,69.890,0.00,336.08,0.00
157,5.167,42.78,0,-11.964,0.395,69.856,0.00,339.32,0.00
158,5.200,39.54,0,-12.042,0.395,69.827,0.00,341.47,0.00
159,5.233,37.39,0,-12.121,0.395,69.800,0.00,342.91,0.00
160,5.267,35.95,0,-12.200,0.395,69.776,0.00,343.87,0.00
161,5.300,34.99,0,-12.280,0.395,69.753,0.00,345.62,0.00
162,5.333,33.24,0,-12.361,0.395,69.732,0.00,347.90,0.00
163,5.367,30.96,0,-12.443,0.395,69.715,0.00,350.53,0.00
164,5.400,28.33,0,-12.525,0.395,69.701,0.00,352.28,0.00
165,5.433,26.58,0,-12.607,0.395,69.690,0.00,353.45,0.00
166,5.467,25.41,0,-12.690,0.395,69.680,0.00,354.23,0.00
167,5.500,24.63,0,-12.773,0.395,69.672,0.00,354.75,0.00
168,5.533,24.11,0,-12.856,0.395,69.664,0.00,355.10,0.00
169,5.567,23.76,0,-12.939,0.395,69.657,0.00,355.33,0.00
170,5.600,23.53,0,-13.022,0.395,69.650,0.00,356.59,0.00
171,5.633,22.27,0,-13.105,0.395,69.645,0.00,358.55,0.00
172,5.667,20.31,0,-13.189,0.395,69.643,0.00,359.85,0.00
173,5.700,19.01,0,-13.272,0.395,69.643,0.00,0.72,0.00
174,5.733,18.14,0,-13.355,0.395,69.644,0.00,1.30,0.00
175,5.767,17.56,0,-13.439,0.395,69.646,0.00,1.68,0.00
176,5.800,17.17,0,-13.522,0.395,69.648,0.00,1.94,0.00
177,5.833,16.92,0,-13.605,0.395,69.651,0.00,2.11,0.00
178,5.867,16.75,0,-13.689,0.395,69.654,0.00,2.23,0.00
179,5.900,16.63,0,-13.772,0.395,69.658,0.00,2.30,0.00
180,5.933,16.56,0,-13.855,0.395,69.661,0.00,2.35,0.00
181,5.967,16.50,0,-13.938,0.395,69.664,0.00,2.39,0.00
182,6.000,16.47,0,-14.022,0.395,69.668,0.00,2.41,0.00
183,6.033,16.45,0,-14.105,0.395,69.671,0.00,2.43,0.00
184,6.067,16.43,0,-14.188,0.395,69.675,0.00,2.44,0.00
185,6.100,16.42,0,-14.271,0.395,69.678,0.00,2.44,0.00
186,6.133,16.42,0,-14.355,0.395,69.682,0.00,2.45,0.00
187,6.167,16.41,0,-14.438,0.395,69.685,0.00,2.45,0.00
188,6.200,16.41,0,-14.521,0.395,69.689,0.00,2.45,0.00
189,6.233,16.41,0,-14.604,0.395,69.693,0.00,2.45,0.00
190,6.267,16.41,0,-14.688,0.395,69.696,0.00,2.45,0.00
191,6.300,16.40,0,-14.771,0.395,69.700,0.00,2.46,0.00
192,6.333,16.40,0,-14.854,0.395,69.703,0.00,2.46,0.00
193,6.367,16.40,0,-14.937,0.395,69.707,0.00,2.46,0.00
194,6.400,16.40,0,-15.021,0.395,69.710,0.00,2.46,0.00
195,6.433,16.40,0,-15.104,0.395,69.714,0.00,2.46,0.00
196,6.467,16.40,0,-15.187,0.395,69.718,0.00,2.46,0.00
197,6.500,16.40,0,-15.270,0.395,69.721,0.00,2.46,0.00
198,6.533,16.40,0,-15.354,0.395,69.725,0.00,2.46,0.00
199,6.567,16.40,0,-15.437,0.395,69.728,0.00,2.46,0.00
